empresa,setor,competencia,conta,orcado,realizado
Rede BomPreço,Varejo,2025-05,Impostos a recuperar,183627.09,183051.83
Rede BomPreço,Varejo,2025-05,Ativo circulante,12797079.9,12707897.07
Rede BomPreço,Varejo,2025-05,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-05,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-05,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-05,Ativo total,18097079.9,18007897.07
Rede BomPreço,Varejo,2025-05,Fornecedores,5570021.73,5565480.77
Rede BomPreço,Varejo,2025-05,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-05,Obrigações trabalhistas,146901.67,144977.88
Rede BomPreço,Varejo,2025-05,Obrigações tributárias,306045.15,305086.38
Rede BomPreço,Varejo,2025-05,Passivo circulante,8522968.56,8515545.04
Rede BomPreço,Varejo,2025-05,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-05,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-05,Patrimônio líquido,5574111.35,5492352.04
Rede BomPreço,Varejo,2025-05,Passivo total,18097079.9,18007897.07
Rede BomPreço,Varejo,2025-06,Caixa e equivalentes,1789322.55,1825724.35
Rede BomPreço,Varejo,2025-06,Contas a receber,4511105.51,4395807.29
Rede BomPreço,Varejo,2025-06,Estoques,6397567.82,6419650.68
Rede BomPreço,Varejo,2025-06,Impostos a recuperar,184545.23,179828.48
Rede BomPreço,Varejo,2025-06,Ativo circulante,12882541.11,12821010.8
Rede BomPreço,Varejo,2025-06,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-06,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-06,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-06,Ativo total,18182541.11,18121010.8
Rede BomPreço,Varejo,2025-06,Fornecedores,5597871.84,5617194.34
Rede BomPreço,Varejo,2025-06,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-06,Obrigações trabalhistas,147636.18,152298.8
Rede BomPreço,Varejo,2025-06,Obrigações tributárias,307575.38,299714.13
Rede BomPreço,Varejo,2025-06,Passivo circulante,8553083.4,8569207.28
Rede BomPreço,Varejo,2025-06,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-06,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-06,Patrimônio líquido,5629457.71,5551803.52
Rede BomPreço,Varejo,2025-06,Passivo total,18182541.11,18121010.8
Rede BomPreço,Varejo,2025-07,Caixa e equivalentes,1838588.08,1938218.04
Rede BomPreço,Varejo,2025-07,Contas a receber,4533661.04,4652080.43
Rede BomPreço,Varejo,2025-07,Estoques,6429555.66,6457766.3
Rede BomPreço,Varejo,2025-07,Impostos a recuperar,185467.95,190312.38
Rede BomPreço,Varejo,2025-07,Ativo circulante,12987272.73,13238377.14
Rede BomPreço,Varejo,2025-07,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-07,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-07,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-07,Ativo total,18287272.73,18538377.14
Rede BomPreço,Varejo,2025-07,Fornecedores,5625861.2,5650545.51
Rede BomPreço,Varejo,2025-07,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-07,Obrigações trabalhistas,148374.36,147154.94
Rede BomPreço,Varejo,2025-07,Obrigações tributárias,309113.25,317187.3
Rede BomPreço,Varejo,2025-07,Passivo circulante,8583348.82,8614887.75
Rede BomPreço,Varejo,2025-07,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-07,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-07,Patrimônio líquido,5703923.92,5923489.39
Rede BomPreço,Varejo,2025-07,Passivo total,18287272.73,18538377.14
Rede BomPreço,Varejo,2025-08,Caixa e equivalentes,1955129.91,1783843.27
Rede BomPreço,Varejo,2025-08,Contas a receber,4556329.35,4573026.88
Rede BomPreço,Varejo,2025-08,Estoques,6461703.44,6303460.32
Rede BomPreço,Varejo,2025-08,Impostos a recuperar,186395.29,187078.37
Rede BomPreço,Varejo,2025-08,Ativo circulante,13159557.99,12847408.84
Rede BomPreço,Varejo,2025-08,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-08,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-08,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-08,Ativo total,18459557.99,18147408.84
Rede BomPreço,Varejo,2025-08,Fornecedores,5653990.51,5515527.78
Rede BomPreço,Varejo,2025-08,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-08,Obrigações trabalhistas,149116.23,145035.94
Rede BomPreço,Varejo,2025-08,Obrigações tributárias,310658.82,311797.29
Rede BomPreço,Varejo,2025-08,Passivo circulante,8613765.56,8472361.01
Rede BomPreço,Varejo,2025-08,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-08,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-08,Patrimônio líquido,5845792.43,5675047.83
Rede BomPreço,Varejo,2025-08,Passivo total,18459557.99,18147408.84
Rede BomPreço,Varejo,2025-09,Caixa e equivalentes,1857899.41,1764485.54
Rede BomPreço,Varejo,2025-09,Contas a receber,4579110.99,4544017.85
Rede BomPreço,Varejo,2025-09,Estoques,6494011.95,6683824.69
Rede BomPreço,Varejo,2025-09,Impostos a recuperar,187327.27,185891.64
Rede BomPreço,Varejo,2025-09,Ativo circulante,13118349.63,13178219.71
Rede BomPreço,Varejo,2025-09,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-09,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-09,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-09,Ativo total,18418349.63,18478219.71
Rede BomPreço,Varejo,2025-09,Fornecedores,5682260.46,5848346.6
Rede BomPreço,Varejo,2025-09,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-09,Obrigações trabalhistas,149861.81,146543.74
Rede BomPreço,Varejo,2025-09,Obrigações tributárias,312212.11,309819.4
Rede BomPreço,Varejo,2025-09,Passivo circulante,8644334.39,8804709.74
Rede BomPreço,Varejo,2025-09,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-09,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-09,Patrimônio líquido,5774015.24,5673509.98
Rede BomPreço,Varejo,2025-09,Passivo total,18418349.63,18478219.71
Rede BomPreço,Varejo,2025-10,Caixa e equivalentes,1808152.64,1857954.49
Rede BomPreço,Varejo,2025-10,Contas a receber,4832106.88,4831611.89
Rede BomPreço,Varejo,2025-10,Estoques,6852806.11,6830405.26
Rede BomPreço,Varejo,2025-10,Impostos a recuperar,197677.1,197656.85
Rede BomPreço,Varejo,2025-10,Ativo circulante,13690742.73,13717628.49
Rede BomPreço,Varejo,2025-10,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-10,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-10,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-10,Ativo total,18990742.73,19017628.49
Rede BomPreço,Varejo,2025-10,Fornecedores,5996205.35,5976604.61
Rede BomPreço,Varejo,2025-10,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-10,Obrigações trabalhistas,158141.68,159209.37
Rede BomPreço,Varejo,2025-10,Obrigações tributárias,329461.83,329428.08
Rede BomPreço,Varejo,2025-10,Passivo circulante,8983808.86,8965242.06
Rede BomPreço,Varejo,2025-10,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-10,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-10,Patrimônio líquido,6006933.87,6052386.43
Rede BomPreço,Varejo,2025-10,Passivo total,18990742.73,19017628.49
Rede BomPreço,Varejo,2025-11,Caixa e equivalentes,1720966.29,1769928.89
Rede BomPreço,Varejo,2025-11,Contas a receber,6243772.38,6466776.72
Rede BomPreço,Varejo,2025-11,Estoques,8854804.47,10173103.13
Rede BomPreço,Varejo,2025-11,Impostos a recuperar,255427.05,264549.96
Rede BomPreço,Varejo,2025-11,Ativo circulante,17074970.2,18674358.7
Rede BomPreço,Varejo,2025-11,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-11,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-11,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-11,Ativo total,22374970.2,23974358.7
Rede BomPreço,Varejo,2025-11,Fornecedores,7747953.91,8901465.24
Rede BomPreço,Varejo,2025-11,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-11,Obrigações trabalhistas,204341.64,200895.5
Rede BomPreço,Varejo,2025-11,Obrigações tributárias,425711.75,440916.59
Rede BomPreço,Varejo,2025-11,Passivo circulante,10878007.31,12043277.33
Rede BomPreço,Varejo,2025-11,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-11,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-11,Patrimônio líquido,7496962.89,7931081.37
Rede BomPreço,Varejo,2025-11,Passivo total,22374970.2,23974358.7
Rede BomPreço,Varejo,2025-12,Caixa e equivalentes,1770509.42,1890248.2
Rede BomPreço,Varejo,2025-12,Contas a receber,6972212.5,7099929.84
Rede BomPreço,Varejo,2025-12,Estoques,9887864.99,9625561.15
Rede BomPreço,Varejo,2025-12,Impostos a recuperar,285226.87,290451.68
Rede BomPreço,Varejo,2025-12,Ativo circulante,18915813.79,18906190.87
Rede BomPreço,Varejo,2025-12,Imobilizado,5000000.0,5000000.0
Rede BomPreço,Varejo,2025-12,Intangível,300000.0,300000.0
Rede BomPreço,Varejo,2025-12,Ativo não circulante,5300000.0,5300000.0
Rede BomPreço,Varejo,2025-12,Ativo total,24215813.79,24206190.87
Rede BomPreço,Varejo,2025-12,Fornecedores,8651881.87,8422366.01
Rede BomPreço,Varejo,2025-12,Empréstimos CP,2500000.0,2500000.0
Rede BomPreço,Varejo,2025-12,Obrigações trabalhistas,228181.5,228321.29
Rede BomPreço,Varejo,2025-12,Obrigações tributárias,475378.12,484086.13
Rede BomPreço,Varejo,2025-12,Passivo circulante,11855441.49,11634773.42
Rede BomPreço,Varejo,2025-12,Empréstimos LP,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-12,Passivo não circulante,4000000.0,4000000.0
Rede BomPreço,Varejo,2025-12,Patrimônio líquido,8360372.29,8571417.45
Rede BomPreço,Varejo,2025-12,Passivo total,24215813.79,24206190.87
