empresa,setor,competencia,conta,orcado,realizado
FluxoData,SaaS / Tech,2025-03,Caixa e equivalentes,2560093.33,2555816.4
FluxoData,SaaS / Tech,2025-03,Contas a receber,998784.0,974896.29
FluxoData,SaaS / Tech,2025-03,Estoques,12484.8,12606.4
FluxoData,SaaS / Tech,2025-03,Impostos a recuperar,28090.8,27418.96
FluxoData,SaaS / Tech,2025-03,Ativo circulante,3599452.93,3570738.04
FluxoData,SaaS / Tech,2025-03,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-03,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-03,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-03,Ativo total,7299452.93,7270738.04
FluxoData,SaaS / Tech,2025-03,Fornecedores,174787.2,176489.53
FluxoData,SaaS / Tech,2025-03,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-03,Obrigações trabalhistas,50563.44,50088.75
FluxoData,SaaS / Tech,2025-03,Obrigações tributárias,46818.0,45698.26
FluxoData,SaaS / Tech,2025-03,Passivo circulante,572168.64,572276.54
FluxoData,SaaS / Tech,2025-03,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-03,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-03,Patrimônio líquido,5927284.29,5898461.5
FluxoData,SaaS / Tech,2025-03,Passivo total,7299452.93,7270738.04
FluxoData,SaaS / Tech,2025-04,Caixa e equivalentes,2289083.2,2319110.94
FluxoData,SaaS / Tech,2025-04,Contas a receber,1018759.68,1032317.03
FluxoData,SaaS / Tech,2025-04,Estoques,12734.5,12709.41
FluxoData,SaaS / Tech,2025-04,Impostos a recuperar,28652.62,29033.92
FluxoData,SaaS / Tech,2025-04,Ativo circulante,3349229.99,3393171.3
FluxoData,SaaS / Tech,2025-04,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-04,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-04,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-04,Ativo total,7049229.99,7093171.3
FluxoData,SaaS / Tech,2025-04,Fornecedores,178282.94,177931.78
FluxoData,SaaS / Tech,2025-04,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-04,Obrigações trabalhistas,51574.71,51138.08
FluxoData,SaaS / Tech,2025-04,Obrigações tributárias,47754.36,48389.86
FluxoData,SaaS / Tech,2025-04,Passivo circulante,577612.01,577459.72
FluxoData,SaaS / Tech,2025-04,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-04,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-04,Patrimônio líquido,5671617.97,5715711.58
FluxoData,SaaS / Tech,2025-04,Passivo total,7049229.99,7093171.3
FluxoData,SaaS / Tech,2025-05,Caixa e equivalentes,2452729.68,2662403.54
FluxoData,SaaS / Tech,2025-05,Contas a receber,1039134.87,1011645.61
FluxoData,SaaS / Tech,2025-05,Estoques,12989.19,12730.12
FluxoData,SaaS / Tech,2025-05,Impostos a recuperar,29225.67,28452.53
FluxoData,SaaS / Tech,2025-05,Ativo circulante,3534079.41,3715231.8
FluxoData,SaaS / Tech,2025-05,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-05,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-05,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-05,Ativo total,7234079.41,7415231.8
FluxoData,SaaS / Tech,2025-05,Fornecedores,181848.6,178221.64
FluxoData,SaaS / Tech,2025-05,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-05,Obrigações trabalhistas,52606.2,53026.82
FluxoData,SaaS / Tech,2025-05,Obrigações tributárias,48709.45,47420.89
FluxoData,SaaS / Tech,2025-05,Passivo circulante,583164.25,578669.35
FluxoData,SaaS / Tech,2025-05,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-05,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-05,Patrimônio líquido,5850915.16,6036562.45
FluxoData,SaaS / Tech,2025-05,Passivo total,7234079.41,7415231.8
FluxoData,SaaS / Tech,2025-06,Caixa e equivalentes,2381247.24,2457620.87
FluxoData,SaaS / Tech,2025-06,Contas a receber,1059917.57,1052365.36
FluxoData,SaaS / Tech,2025-06,Estoques,13248.97,13444.4
FluxoData,SaaS / Tech,2025-06,Impostos a recuperar,29810.18,29597.78
FluxoData,SaaS / Tech,2025-06,Ativo circulante,3484223.97,3553028.4
FluxoData,SaaS / Tech,2025-06,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-06,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-06,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-06,Ativo total,7184223.97,7253028.4
FluxoData,SaaS / Tech,2025-06,Fornecedores,185485.57,188221.54
FluxoData,SaaS / Tech,2025-06,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-06,Obrigações trabalhistas,53658.33,52656.4
FluxoData,SaaS / Tech,2025-06,Obrigações tributárias,49683.64,49329.63
FluxoData,SaaS / Tech,2025-06,Passivo circulante,588827.54,590207.57
FluxoData,SaaS / Tech,2025-06,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-06,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-06,Patrimônio líquido,5795396.43,5862820.83
FluxoData,SaaS / Tech,2025-06,Passivo total,7184223.97,7253028.4
FluxoData,SaaS / Tech,2025-07,Caixa e equivalentes,2425731.26,2319242.77
FluxoData,SaaS / Tech,2025-07,Contas a receber,1081115.92,1099285.33
FluxoData,SaaS / Tech,2025-07,Estoques,13513.95,13047.09
FluxoData,SaaS / Tech,2025-07,Impostos a recuperar,30406.39,30917.4
FluxoData,SaaS / Tech,2025-07,Ativo circulante,3550767.51,3462492.59
FluxoData,SaaS / Tech,2025-07,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-07,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-07,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-07,Ativo total,7250767.51,7162492.59
FluxoData,SaaS / Tech,2025-07,Fornecedores,189195.29,182659.27
FluxoData,SaaS / Tech,2025-07,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-07,Obrigações trabalhistas,54731.49,55207.03
FluxoData,SaaS / Tech,2025-07,Obrigações tributárias,50677.31,51529.0
FluxoData,SaaS / Tech,2025-07,Passivo circulante,594604.09,589395.3
FluxoData,SaaS / Tech,2025-07,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-07,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-07,Patrimônio líquido,5856163.42,5773097.3
FluxoData,SaaS / Tech,2025-07,Passivo total,7250767.51,7162492.59
FluxoData,SaaS / Tech,2025-08,Caixa e equivalentes,2700222.36,2470080.55
FluxoData,SaaS / Tech,2025-08,Contas a receber,1102738.24,1104329.04
FluxoData,SaaS / Tech,2025-08,Estoques,13784.23,13638.26
FluxoData,SaaS / Tech,2025-08,Impostos a recuperar,31014.51,31059.25
FluxoData,SaaS / Tech,2025-08,Ativo circulante,3847759.34,3619107.1
FluxoData,SaaS / Tech,2025-08,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-08,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-08,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-08,Ativo total,7547759.34,7319107.1
FluxoData,SaaS / Tech,2025-08,Fornecedores,192979.19,190935.57
FluxoData,SaaS / Tech,2025-08,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-08,Obrigações trabalhistas,55826.12,56085.91
FluxoData,SaaS / Tech,2025-08,Obrigações tributárias,51690.86,51765.42
FluxoData,SaaS / Tech,2025-08,Passivo circulante,600496.17,598786.91
FluxoData,SaaS / Tech,2025-08,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-08,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-08,Patrimônio líquido,6147263.17,5920320.19
FluxoData,SaaS / Tech,2025-08,Passivo total,7547759.34,7319107.1
FluxoData,SaaS / Tech,2025-09,Caixa e equivalentes,2604388.91,2544608.88
FluxoData,SaaS / Tech,2025-09,Contas a receber,1124793.01,969556.32
FluxoData,SaaS / Tech,2025-09,Estoques,14059.91,14110.32
FluxoData,SaaS / Tech,2025-09,Impostos a recuperar,31634.8,27268.77
FluxoData,SaaS / Tech,2025-09,Ativo circulante,3774876.63,3555544.3
FluxoData,SaaS / Tech,2025-09,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-09,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-09,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-09,Ativo total,7474876.63,7255544.3
FluxoData,SaaS / Tech,2025-09,Fornecedores,196838.78,197544.54
FluxoData,SaaS / Tech,2025-09,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-09,Obrigações trabalhistas,56942.65,68631.83
FluxoData,SaaS / Tech,2025-09,Obrigações tributárias,52724.67,45447.95
FluxoData,SaaS / Tech,2025-09,Passivo circulante,606506.09,611624.32
FluxoData,SaaS / Tech,2025-09,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-09,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-09,Patrimônio líquido,6068370.53,5843919.98
FluxoData,SaaS / Tech,2025-09,Passivo total,7474876.63,7255544.3
FluxoData,SaaS / Tech,2025-10,Caixa e equivalentes,2451273.77,2327914.23
FluxoData,SaaS / Tech,2025-10,Contas a receber,1147288.87,1180865.49
FluxoData,SaaS / Tech,2025-10,Estoques,14341.11,14000.15
FluxoData,SaaS / Tech,2025-10,Impostos a recuperar,32267.5,33211.84
FluxoData,SaaS / Tech,2025-10,Ativo circulante,3645171.25,3555991.71
FluxoData,SaaS / Tech,2025-10,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-10,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-10,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-10,Ativo total,7345171.25,7255991.71
FluxoData,SaaS / Tech,2025-10,Fornecedores,200775.55,196002.06
FluxoData,SaaS / Tech,2025-10,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-10,Obrigações trabalhistas,58081.5,57338.34
FluxoData,SaaS / Tech,2025-10,Obrigações tributárias,53779.17,55353.07
FluxoData,SaaS / Tech,2025-10,Passivo circulante,612636.22,608693.47
FluxoData,SaaS / Tech,2025-10,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-10,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-10,Patrimônio líquido,5932535.03,5847298.23
FluxoData,SaaS / Tech,2025-10,Passivo total,7345171.25,7255991.71
FluxoData,SaaS / Tech,2025-11,Caixa e equivalentes,2539189.23,2604765.82
FluxoData,SaaS / Tech,2025-11,Contas a receber,1170234.64,1185100.16
FluxoData,SaaS / Tech,2025-11,Estoques,14627.93,14562.92
FluxoData,SaaS / Tech,2025-11,Impostos a recuperar,32912.85,33330.94
FluxoData,SaaS / Tech,2025-11,Ativo circulante,3756964.66,3837759.84
FluxoData,SaaS / Tech,2025-11,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-11,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-11,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-11,Ativo total,7456964.66,7537759.84
FluxoData,SaaS / Tech,2025-11,Fornecedores,204791.06,203880.88
FluxoData,SaaS / Tech,2025-11,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-11,Obrigações trabalhistas,59243.13,57500.43
FluxoData,SaaS / Tech,2025-11,Obrigações tributárias,54854.75,55551.57
FluxoData,SaaS / Tech,2025-11,Passivo circulante,618888.94,616932.87
FluxoData,SaaS / Tech,2025-11,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-11,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-11,Patrimônio líquido,6038075.72,6120826.97
FluxoData,SaaS / Tech,2025-11,Passivo total,7456964.66,7537759.84
FluxoData,SaaS / Tech,2025-12,Caixa e equivalentes,2233494.21,2533463.93
FluxoData,SaaS / Tech,2025-12,Contas a receber,1193639.34,1241306.87
FluxoData,SaaS / Tech,2025-12,Estoques,14920.49,15790.02
FluxoData,SaaS / Tech,2025-12,Impostos a recuperar,33571.11,34911.76
FluxoData,SaaS / Tech,2025-12,Ativo circulante,3475625.15,3825472.57
FluxoData,SaaS / Tech,2025-12,Imobilizado,1200000.0,1200000.0
FluxoData,SaaS / Tech,2025-12,Intangível,2500000.0,2500000.0
FluxoData,SaaS / Tech,2025-12,Ativo não circulante,3700000.0,3700000.0
FluxoData,SaaS / Tech,2025-12,Ativo total,7175625.15,7525472.57
FluxoData,SaaS / Tech,2025-12,Fornecedores,208886.88,221060.24
FluxoData,SaaS / Tech,2025-12,Empréstimos CP,300000.0,300000.0
FluxoData,SaaS / Tech,2025-12,Obrigações trabalhistas,60427.99,60928.83
FluxoData,SaaS / Tech,2025-12,Obrigações tributárias,55951.84,58186.26
FluxoData,SaaS / Tech,2025-12,Passivo circulante,625266.72,640175.33
FluxoData,SaaS / Tech,2025-12,Empréstimos LP,800000.0,800000.0
FluxoData,SaaS / Tech,2025-12,Passivo não circulante,800000.0,800000.0
FluxoData,SaaS / Tech,2025-12,Patrimônio líquido,5750358.43,6085297.25
FluxoData,SaaS / Tech,2025-12,Passivo total,7175625.15,7525472.57
