empresa,setor,competencia,conta,orcado,realizado
Construtora Horizonte,Construção Civil,2025-04,Patrimônio líquido,13632927.91,13677750.44
Construtora Horizonte,Construção Civil,2025-04,Passivo total,26775786.62,26819200.55
Construtora Horizonte,Construção Civil,2025-05,Caixa e equivalentes,1530954.95,1532311.58
Construtora Horizonte,Construção Civil,2025-05,Contas a receber,8775281.44,8700107.5
Construtora Horizonte,Construção Civil,2025-05,Estoques,7949372.6,7893387.79
Construtora Horizonte,Construção Civil,2025-05,Impostos a recuperar,92914.74,92118.79
Construtora Horizonte,Construção Civil,2025-05,Ativo circulante,18348523.73,18217925.64
Construtora Horizonte,Construção Civil,2025-05,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-05,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-05,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-05,Ativo total,26848523.73,26717925.64
Construtora Horizonte,Construção Civil,2025-05,Fornecedores,3974686.3,3946693.89
Construtora Horizonte,Construção Civil,2025-05,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-05,Obrigações trabalhistas,46457.37,46951.97
Construtora Horizonte,Construção Civil,2025-05,Obrigações tributárias,154857.91,153531.31
Construtora Horizonte,Construção Civil,2025-05,Passivo circulante,7176001.58,7147177.17
Construtora Horizonte,Construção Civil,2025-05,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-05,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-05,Patrimônio líquido,13672522.15,13570748.48
Construtora Horizonte,Construção Civil,2025-05,Passivo total,26848523.73,26717925.64
Construtora Horizonte,Construção Civil,2025-06,Caixa e equivalentes,1546198.46,1584672.92
Construtora Horizonte,Construção Civil,2025-06,Contas a receber,8845483.69,9224361.87
Construtora Horizonte,Construção Civil,2025-06,Estoques,8012967.58,7947835.77
Construtora Horizonte,Construção Civil,2025-06,Impostos a recuperar,93658.06,97669.71
Construtora Horizonte,Construção Civil,2025-06,Ativo circulante,18498307.8,18854540.28
Construtora Horizonte,Construção Civil,2025-06,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-06,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-06,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-06,Ativo total,26998307.8,27354540.28
Construtora Horizonte,Construção Civil,2025-06,Fornecedores,4006483.79,3973917.89
Construtora Horizonte,Construção Civil,2025-06,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-06,Obrigações trabalhistas,46829.03,46349.27
Construtora Horizonte,Construção Civil,2025-06,Obrigações tributárias,156096.77,162782.86
Construtora Horizonte,Construção Civil,2025-06,Passivo circulante,7209409.59,7183050.02
Construtora Horizonte,Construção Civil,2025-06,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-06,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-06,Patrimônio líquido,13788898.2,14171490.27
Construtora Horizonte,Construção Civil,2025-06,Passivo total,26998307.8,27354540.28
Construtora Horizonte,Construção Civil,2025-07,Caixa e equivalentes,1555744.06,1540736.57
Construtora Horizonte,Construção Civil,2025-07,Contas a receber,8916247.56,8895927.89
Construtora Horizonte,Construção Civil,2025-07,Estoques,8077071.32,9370794.47
Construtora Horizonte,Construção Civil,2025-07,Impostos a recuperar,94407.33,94192.18
Construtora Horizonte,Construção Civil,2025-07,Ativo circulante,18643470.28,19901651.11
Construtora Horizonte,Construção Civil,2025-07,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-07,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-07,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-07,Ativo total,27143470.28,28401651.11
Construtora Horizonte,Construção Civil,2025-07,Fornecedores,4038535.66,4685397.24
Construtora Horizonte,Construção Civil,2025-07,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-07,Obrigações trabalhistas,47203.66,46425.29
Construtora Horizonte,Construção Civil,2025-07,Obrigações tributárias,157345.55,156986.96
Construtora Horizonte,Construção Civil,2025-07,Passivo circulante,7243084.87,7888809.49
Construtora Horizonte,Construção Civil,2025-07,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-07,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-07,Patrimônio líquido,13900385.41,14512841.62
Construtora Horizonte,Construção Civil,2025-07,Passivo total,27143470.28,28401651.11
Construtora Horizonte,Construção Civil,2025-08,Caixa e equivalentes,1565357.16,1516769.67
Construtora Horizonte,Construção Civil,2025-08,Contas a receber,8987577.54,8867951.14
Construtora Horizonte,Construção Civil,2025-08,Estoques,8141687.89,8179491.59
Construtora Horizonte,Construção Civil,2025-08,Impostos a recuperar,95162.59,93895.95
Construtora Horizonte,Construção Civil,2025-08,Ativo circulante,18789785.18,18658108.36
Construtora Horizonte,Construção Civil,2025-08,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-08,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-08,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-08,Ativo total,27289785.18,27158108.36
Construtora Horizonte,Construção Civil,2025-08,Fornecedores,4070843.95,4089745.8
Construtora Horizonte,Construção Civil,2025-08,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-08,Obrigações trabalhistas,47581.29,47692.33
Construtora Horizonte,Construção Civil,2025-08,Obrigações tributárias,158604.31,156493.26
Construtora Horizonte,Construção Civil,2025-08,Passivo circulante,7277029.55,7293931.39
Construtora Horizonte,Construção Civil,2025-08,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-08,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-08,Patrimônio líquido,14012755.63,13864176.97
Construtora Horizonte,Construção Civil,2025-08,Passivo total,27289785.18,27158108.36
Construtora Horizonte,Construção Civil,2025-09,Caixa e equivalentes,1390713.31,1476024.66
Construtora Horizonte,Construção Civil,2025-09,Contas a receber,9059478.16,9182490.22
Construtora Horizonte,Construção Civil,2025-09,Estoques,8206821.4,8217913.58
Construtora Horizonte,Construção Civil,2025-09,Impostos a recuperar,95923.89,97226.37
Construtora Horizonte,Construção Civil,2025-09,Ativo circulante,18752936.76,18973654.83
Construtora Horizonte,Construção Civil,2025-09,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-09,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-09,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-09,Ativo total,27252936.76,27473654.83
Construtora Horizonte,Construção Civil,2025-09,Fornecedores,4103410.7,4108956.79
Construtora Horizonte,Construção Civil,2025-09,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-09,Obrigações trabalhistas,47961.94,48239.28
Construtora Horizonte,Construção Civil,2025-09,Obrigações tributárias,159873.14,162043.95
Construtora Horizonte,Construção Civil,2025-09,Passivo circulante,7311245.79,7319240.01
Construtora Horizonte,Construção Civil,2025-09,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-09,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-09,Patrimônio líquido,13941690.98,14154414.81
Construtora Horizonte,Construção Civil,2025-09,Passivo total,27252936.76,27473654.83
Construtora Horizonte,Construção Civil,2025-10,Caixa e equivalentes,1435062.67,1572620.88
Construtora Horizonte,Construção Civil,2025-10,Contas a receber,9131953.99,9046045.56
Construtora Horizonte,Construção Civil,2025-10,Estoques,8272475.97,8166773.93
Construtora Horizonte,Construção Civil,2025-10,Impostos a recuperar,96691.28,95781.66
Construtora Horizonte,Construção Civil,2025-10,Ativo circulante,18936183.9,18881222.03
Construtora Horizonte,Construção Civil,2025-10,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-10,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-10,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-10,Ativo total,27436183.9,27381222.03
Construtora Horizonte,Construção Civil,2025-10,Fornecedores,4136237.98,4083386.97
Construtora Horizonte,Construção Civil,2025-10,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-10,Obrigações trabalhistas,48345.64,48079.6
Construtora Horizonte,Construção Civil,2025-10,Obrigações tributárias,161152.13,159636.1
Construtora Horizonte,Construção Civil,2025-10,Passivo circulante,7345735.75,7291102.67
Construtora Horizonte,Construção Civil,2025-10,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-10,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-10,Patrimônio líquido,14090448.15,14090119.37
Construtora Horizonte,Construção Civil,2025-10,Passivo total,27436183.9,27381222.03
Construtora Horizonte,Construção Civil,2025-11,Caixa e equivalentes,1553341.99,1559501.04
Construtora Horizonte,Construção Civil,2025-11,Contas a receber,9205009.62,8895192.97
Construtora Horizonte,Construção Civil,2025-11,Estoques,8338655.78,8282805.96
Construtora Horizonte,Construção Civil,2025-11,Impostos a recuperar,97464.81,94184.4
Construtora Horizonte,Construção Civil,2025-11,Ativo circulante,19194472.2,18831684.37
Construtora Horizonte,Construção Civil,2025-11,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-11,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-11,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-11,Ativo total,27694472.2,27331684.37
Construtora Horizonte,Construção Civil,2025-11,Fornecedores,4169327.89,4141402.98
Construtora Horizonte,Construção Civil,2025-11,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-11,Obrigações trabalhistas,48732.4,48891.03
Construtora Horizonte,Construção Civil,2025-11,Obrigações tributárias,162441.35,156973.99
Construtora Horizonte,Construção Civil,2025-11,Passivo circulante,7380501.64,7347268.0
Construtora Horizonte,Construção Civil,2025-11,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-11,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-11,Patrimônio líquido,14313970.56,13984416.37
Construtora Horizonte,Construção Civil,2025-11,Passivo total,27694472.2,27331684.37
Construtora Horizonte,Construção Civil,2025-12,Caixa e equivalentes,1404323.53,1415003.46
Construtora Horizonte,Construção Civil,2025-12,Contas a receber,9278649.7,9213935.74
Construtora Horizonte,Construção Civil,2025-12,Estoques,8405365.02,8327640.31
Construtora Horizonte,Construção Civil,2025-12,Impostos a recuperar,98244.53,97559.32
Construtora Horizonte,Construção Civil,2025-12,Ativo circulante,19186582.77,19054138.83
Construtora Horizonte,Construção Civil,2025-12,Imobilizado,8000000.0,8000000.0
Construtora Horizonte,Construção Civil,2025-12,Intangível,500000.0,500000.0
Construtora Horizonte,Construção Civil,2025-12,Ativo não circulante,8500000.0,8500000.0
Construtora Horizonte,Construção Civil,2025-12,Ativo total,27686582.77,27554138.83
Construtora Horizonte,Construção Civil,2025-12,Fornecedores,4202682.51,4163820.15
Construtora Horizonte,Construção Civil,2025-12,Empréstimos CP,3000000.0,3000000.0
Construtora Horizonte,Construção Civil,2025-12,Obrigações trabalhistas,49122.26,49965.18
Construtora Horizonte,Construção Civil,2025-12,Obrigações tributárias,163740.88,162598.87
Construtora Horizonte,Construção Civil,2025-12,Passivo circulante,7415545.65,7376384.2
Construtora Horizonte,Construção Civil,2025-12,Empréstimos LP,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-12,Passivo não circulante,6000000.0,6000000.0
Construtora Horizonte,Construção Civil,2025-12,Patrimônio líquido,14271037.12,14177754.63
Construtora Horizonte,Construção Civil,2025-12,Passivo total,27686582.77,27554138.83
